0,774,58,158,208,1.861056
1,88,37,46,84,0.424192
2,2718,67,1988,2022,5.781248
3,1866,57,1734,1776,4.028704
4,965,61,873,923,2.231744
5,780,67,104,151,1.876832
6,343,47,11,56,0.943424
7,834,58,47,88,2.022400
8,2036,74,1643,1691,4.370368
9,400,57,209,258,1.074016
10,2176,245,529,577,4.638528
11,446,62,191,239,1.248064
12,668,55,529,572,1.650752
13,279,46,216,252,0.798432
14,1876,61,1643,1696,4.098208
15,523,48,182,214,1.432832
16,285,49,159,213,0.826464
17,340,50,300,340,0.968512
18,396,57,206,245,1.082656
19,635,49,122,172,1.578464
20,1299,69,1203,1249,2.854304
21,3321,63,1390,1433,6.885216
22,465,51,399,446,1.275040
23,1155,74,768,817,2.574336
24,634,60,135,192,1.606176
25,1697,63,223,283,3.716320
26,1241,63,965,1003,2.783360
27,1481,64,1388,1439,3.301984
28,519,59,374,426,1.346912
29,1190,68,106,158,2.753632
30,40,22,26,38,0.339968
31,1134,64,246,284,2.593056
32,1350,71,650,693,3.063328
33,156,50,47,91,0.588640
34,459,49,41,83,1.257760
35,486,46,26,71,1.341152
36,545,52,298,336,1.486080
37,2346,71,1789,1833,4.976640
38,351,54,20,71,0.957856
39,1977,59,310,357,4.232736
40,163,39,107,136,0.612064
41,652,57,178,234,1.642528
42,950,58,357,394,2.203936
43,883,63,822,865,2.039840
44,217,46,66,113,0.701312
45,1242,79,231,277,2.777280
46,1576,70,1066,1108,3.460032
47,1228,60,438,485,2.740992
48,147,41,29,84,0.560800
49,606,48,198,250,1.541312
50,2194,63,350,397,4.701184
51,378,46,180,215,1.082080
52,174,50,100,138,0.607680
53,995,69,406,452,2.371168
54,1448,69,43,91,3.294080
55,746,59,185,231,1.821184
56,359,49,77,126,0.996480
57,543,55,12,43,1.382560
58,625,55,42,82,1.581664
59,1670,66,1115,1163,3.682048
60,1007,59,25,78,2.258496
61,1630,74,874,926,3.605408
62,1336,60,1037,1075,2.940896
63,1722,56,1564,1612,3.760000
64,215,58,89,130,0.681632
65,499,57,278,320,1.321536
66,910,68,861,904,2.134080
67,355,44,129,174,0.990688
68,144,50,77,126,0.545728
69,76,41,15,69,0.395264
70,40,40,3,40,0.353280
71,40,35,3,39,0.332672
72,609,61,249,295,1.566752
73,540,52,473,517,1.415840
74,912,55,191,235,2.119008
75,2599,75,1423,1476,5.290656
76,266,60,148,189,0.789408
77,252,52,162,213,0.746208
78,1469,69,247,286,3.213184
79,650,44,366,402,1.625696
80,525,57,260,301,1.396000
81,693,67,369,409,1.713952
82,11,17,4,11,0.261120
83,32,33,4,30,0.336064
84,528,53,343,384,1.401216
85,658,64,274,314,1.660480
86,2023,62,53,92,4.194304
87,87,37,37,85,0.412672
88,4218,69,3512,3564,8.767232
89,459,52,82,119,1.266528
90,143,42,62,110,0.548736
91,616,75,276,326,1.576256
92,144,49,13,62,0.548384
93,1895,57,1124,1169,3.969632
94,642,52,66,113,1.639296
95,255,61,172,218,0.779552
96,1583,74,443,494,3.384736
97,637,77,251,296,1.598464
98,1653,80,91,133,3.630464
99,722,69,296,353,1.755552
100,1069,54,427,489,2.439968
101,158,44,10,54,0.597728
102,1031,61,621,668,2.310016
103,390,79,337,386,1.089792
104,886,58,378,426,2.065728
105,154,47,30,70,0.582304
106,1693,65,752,812,3.682560
107,834,61,263,305,2.006560
108,555,53,70,130,1.451392
109,129,55,19,75,0.541728
110,1039,56,585,641,2.290528
111,351,53,43,73,0.950976
112,822,69,437,493,1.957088
113,178,49,39,88,0.621152
114,1576,97,325,376,3.551328
115,61,39,45,60,0.368640
116,29,22,12,29,0.315392
117,28,30,1,22,0.289568
118,11,14,8,11,0.238752
119,11,14,8,11,0.234496
120,619,68,78,127,1.549728
121,163,63,93,141,0.616704
122,131,59,66,119,0.545856
123,185,55,69,121,0.629088
124,185,55,69,121,0.650784
125,151,40,105,141,0.586784
126,151,40,105,141,0.562272
127,253,53,26,67,0.767008
128,253,53,26,67,0.749536
129,253,53,26,67,0.775136
130,265,53,151,189,0.795008
131,265,53,151,189,0.795616
132,63,30,35,62,0.369664
133,63,30,35,62,0.367616
134,104,41,8,51,0.451584
135,104,41,8,51,0.448512
136,105,50,27,71,0.449536
137,105,50,27,71,0.470016
138,136,47,17,64,0.546048
139,136,47,17,64,0.544448
140,257,52,91,133,0.839936
141,257,52,91,133,0.789664
142,377,62,77,127,1.045280
143,367,53,221,263,0.990112
144,1876,69,452,497,4.082720
145,556,45,254,312,1.498432
146,287,56,62,104,0.829056
147,1601,76,245,290,3.585472
148,947,54,608,646,2.172352
149,548,65,152,212,1.450944
150,740,56,616,664,1.816064
151,109,43,40,87,0.486016
152,12345,69,9373,9422,24.839199
153,177,44,71,129,0.613792
154,740,57,38,91,1.809184
155,2551,61,612,657,4.916128
156,3123,60,3033,3090,6.171648
157,1912,70,871,921,3.946720
158,2860,85,118,172,5.772640
159,473,59,273,324,1.232704
160,1715,59,494,536,3.538752
161,2179,65,1937,1982,4.380864
162,352,61,51,106,0.972224
163,2462,68,1528,1575,4.960416
164,457,60,375,427,1.243008
165,248,39,36,81,0.739104
166,405,53,231,267,1.049440
167,365,57,38,85,0.991040
168,297,43,84,130,0.829792
169,369,62,81,132,0.962496
170,574,51,473,509,1.413120
171,323,48,15,66,0.883488
172,827,62,61,116,1.839264
173,541,57,341,390,1.347584
174,326,44,135,165,0.907648
175,153,45,96,145,0.543712
176,476,60,12,61,1.237952
177,573,44,543,571,1.408864
178,3097,65,429,470,6.173376
179,642,62,522,570,1.578400
180,297,59,263,296,0.822912
181,892,58,840,888,2.001920
182,453,55,26,82,1.193824
