0,774,58,158,208,4.062000
1,88,37,46,84,0.461900
2,2718,67,1988,2022,16.499200
3,1866,57,1734,1776,11.173200
4,965,61,873,923,5.072900
5,780,67,104,151,3.812800
6,343,47,11,56,1.716500
7,834,58,47,88,4.295200
8,2036,74,1643,1691,12.622200
9,400,57,209,258,2.061500
10,2176,245,529,577,12.724200
11,446,62,191,239,2.348300
12,668,55,529,572,3.507000
13,279,46,216,252,1.450100
14,1876,61,1643,1696,11.006100
15,523,48,182,214,2.513400
16,285,49,159,213,1.496000
17,340,50,300,340,2.036000
18,396,57,206,245,1.940100
19,635,49,122,172,3.246900
20,1299,69,1203,1249,6.819100
21,3321,63,1390,1433,21.009100
22,465,51,399,446,2.629900
23,1155,74,768,817,6.291000
24,634,60,135,192,3.386200
25,1697,63,223,283,10.266300
26,1241,63,965,1003,6.583600
27,1481,64,1388,1439,9.148900
28,519,59,374,426,2.644200
29,1190,68,106,158,5.978900
30,40,22,26,38,0.233000
31,1134,64,246,284,5.688700
32,1350,71,650,693,7.015800
33,156,50,47,91,0.980600
34,459,49,41,83,2.222000
35,486,46,26,71,2.288600
36,545,52,298,336,2.806400
37,2346,71,1789,1833,14.843100
38,351,54,20,71,1.723400
39,1977,59,310,357,11.639000
40,163,39,107,136,0.884300
41,652,57,178,234,3.314400
42,950,58,357,394,5.022600
43,883,63,822,865,4.800400
44,217,46,66,113,1.183900
45,1242,79,231,277,6.392700
46,1576,70,1066,1108,9.205400
47,1228,60,438,485,6.587600
48,147,41,29,84,0.756600
49,606,48,198,250,2.864900
50,2194,63,350,397,14.168500
51,378,46,180,215,2.181900
52,174,50,100,138,0.871200
53,995,69,406,452,5.434500
54,1448,69,43,91,7.261700
55,746,59,185,231,4.025200
56,359,49,77,126,1.732800
57,543,55,12,43,2.735900
58,625,55,42,82,3.049600
59,1670,66,1115,1163,9.974700
60,1007,59,25,78,5.977200
61,1630,74,874,926,8.544000
62,1336,60,1037,1075,7.122600
63,1722,56,1564,1612,10.381600
64,215,58,89,130,1.171600
65,499,57,278,320,2.422300
66,910,68,861,904,4.809600
67,355,44,129,174,1.744800
68,144,50,77,126,0.739800
69,76,41,15,69,0.412500
70,40,40,3,40,0.235300
71,40,35,3,39,0.237800
72,609,61,249,295,2.876300
73,540,52,473,517,2.876500
74,912,55,191,235,5.245400
75,2599,75,1423,1476,16.436700
76,266,60,148,189,1.493700
77,252,52,162,213,1.317000
78,1469,69,247,286,8.492100
79,650,44,366,402,3.551300
80,525,57,260,301,2.548500
81,693,67,369,409,3.404700
82,11,17,4,11,0.089200
83,32,33,4,30,0.206800
84,528,53,343,384,2.536400
85,658,64,274,314,3.173200
86,2023,62,53,92,12.767100
87,87,37,37,85,0.515300
88,4218,69,3512,3564,26.186200
89,459,52,82,119,2.484400
90,143,42,62,110,0.712700
91,616,75,276,326,3.162800
92,144,49,13,62,0.774800
93,1895,57,1124,1169,11.024500
94,642,52,66,113,3.320100
95,255,61,172,218,1.347400
96,1583,74,443,494,8.961800
97,637,77,251,296,3.265500
98,1653,80,91,133,8.724600
99,722,69,296,353,3.676300
100,1069,54,427,489,5.658800
101,158,44,10,54,0.936400
102,1031,61,621,668,5.579800
103,390,79,337,386,2.030100
104,886,58,378,426,5.055600
105,154,47,30,70,0.854400
106,1693,65,752,812,8.666000
107,834,61,263,305,4.242900
108,555,53,70,130,2.621300
109,129,55,19,75,0.703600
110,1039,56,585,641,5.662200
111,351,53,43,73,1.884900
112,822,69,437,493,3.888300
113,178,49,39,88,0.890100
114,1576,97,325,376,8.567100
115,61,39,45,60,0.338000
116,29,22,12,29,0.166100
117,28,30,1,22,0.180800
118,11,14,8,11,0.088300
119,11,14,8,11,0.073900
120,619,68,78,127,2.952800
121,163,63,93,141,0.864500
122,131,59,66,119,0.781600
123,185,55,69,121,1.043800
124,185,55,69,121,0.982800
125,151,40,105,141,0.894200
126,151,40,105,141,0.773300
127,253,53,26,67,1.217900
128,253,53,26,67,1.213800
129,253,53,26,67,1.206400
130,265,53,151,189,1.641400
131,265,53,151,189,1.270400
132,63,30,35,62,0.391200
133,63,30,35,62,0.340800
134,104,41,8,51,0.532700
135,104,41,8,51,0.523800
136,105,50,27,71,0.526600
137,105,50,27,71,0.548600
138,136,47,17,64,0.740400
139,136,47,17,64,0.688800
140,257,52,91,133,1.424500
141,257,52,91,133,1.235000
142,377,62,77,127,1.841000
143,367,53,221,263,1.797900
144,1876,69,452,497,10.855500
145,556,45,254,312,2.679700
146,287,56,62,104,1.456900
147,1601,76,245,290,8.063400
148,947,54,608,646,5.261800
149,548,65,152,212,2.758200
150,740,56,616,664,3.657000
151,109,43,40,87,0.572400
152,12345,69,9373,9422,75.499500
153,177,44,71,129,0.891600
154,740,57,38,91,3.574400
155,2551,61,612,657,16.039600
156,3123,60,3033,3090,19.154800
157,1912,70,871,921,16.540100
158,2860,85,118,172,21.182300
159,473,59,273,324,2.255400
160,1715,59,494,536,9.836100
161,2179,65,1937,1982,13.594400
162,352,61,51,106,1.725700
163,2462,68,1528,1575,15.538800
164,457,60,375,427,2.483900
165,248,39,36,81,1.246000
166,405,53,231,267,2.291300
167,365,57,38,85,1.836800
168,297,43,84,130,1.891100
169,369,62,81,132,1.832900
170,574,51,473,509,2.855700
171,323,48,15,66,1.676100
172,827,62,61,116,4.234700
173,541,57,341,390,2.873900
174,326,44,135,165,1.676200
175,153,45,96,145,0.769700
176,476,60,12,61,2.254400
177,573,44,543,571,2.731700
178,3097,65,429,470,19.663800
179,642,62,522,570,3.163500
180,297,59,263,296,1.531900
181,892,58,840,888,4.702500
182,453,55,26,82,2.379100
183,51,34,16,48,0.295100
184,416,54,275,317,2.005500
185,924,58,191,247,5.063500
186,63,31,35,62,0.342500
187,1201,67,56,95,6.612300
188,398,65,307,349,2.072000
189,416,55,306,357,2.017100
190,578,61,298,345,3.399300
191,204,56,37,86,1.016600
192,1047,64,405,459,5.574900
193,213,40,77,125,1.074900
194,208,46,9,63,1.087200
195,398,48,45,90,2.030100
196,857,73,374,423,4.346900
197,884,64,350,397,4.485300
198,331,52,128,179,1.864600
199,509,62,230,277,2.556100
200,255,43,10,41,1.275100
201,270,51,201,250,1.543100
202,493,54,116,158,2.319900
203,718,54,198,238,4.267800
204,405,53,317,354,2.076400
205,2059,70,1242,1282,13.205200
206,318,45,49,93,1.768500
207,508,55,457,507,2.443900
208,275,52,49,82,1.764100
209,257,44,17,52,1.268200
210,1115,58,93,135,6.673500
211,501,54,415,457,2.398600
212,151,45,104,143,0.773200
213,589,70,296,341,2.916500
214,476,48,446,476,2.264100
215,961,65,744,793,5.620600
216,462,53,109,161,2.329000
217,723,58,11,53,3.848800
218,507,57,401,454,2.471300
219,496,43,2,33,2.458900
220,1192,63,581,638,6.167800
221,397,50,212,265,1.942600
222,487,66,103,146,2.319000
223,289,57,11,54,1.507700
224,1102,51,35,80,5.719900
225,92,43,3,51,0.480100
226,244,50,155,194,1.209700
227,612,54,488,539,3.254500
228,503,51,51,95,2.590300
229,439,53,30,67,2.131100
230,394,42,61,103,2.062400
231,234,49,14,55,1.255700
232,120,44,29,70,0.620900
233,81,46,36,79,0.481900
234,25,23,6,20,0.143500
235,115,47,89,112,0.594700
236,252,63,38,83,1.281800
237,47,36,19,44,0.268900
238,487,67,208,248,2.653200
239,409,62,276,325,2.063300
240,218,47,8,46,1.206200
241,476,43,110,152,2.277200
242,460,50,64,112,2.311600
243,2731,72,289,342,17.416300
244,737,59,548,587,3.755900
245,535,46,318,359,2.811400
246,1302,69,1206,1237,7.179800
247,365,52,251,278,2.093700
248,426,49,311,354,2.072300
249,438,49,262,298,2.303500
250,472,48,37,75,2.289300
251,946,74,158,206,4.813900
252,512,58,304,343,2.553700
253,176,44,44,90,0.902600
254,413,57,210,251,2.182300
255,1027,71,871,912,5.664500
256,531,59,131,175,2.602600
257,366,50,317,363,2.035500
258,533,60,116,153,2.544600
259,914,54,25,83,5.516100
260,153,47,10,51,0.774800
261,440,60,354,399,2.166600
262,192,51,33,84,0.960200
263,784,62,7,64,4.161200
264,460,45,331,370,2.454000
265,321,56,122,163,2.042500
266,207,40,175,201,1.052200
267,212,48,22,73,1.253900
268,443,55,373,432,2.379500
269,260,54,37,87,1.441900
270,316,52,209,245,1.539500
271,982,61,2,52,5.684600
272,237,51,148,192,1.262400
273,866,67,30,69,4.338300
274,509,53,96,137,2.621300
275,83,47,10,50,0.430400
276,307,50,61,103,1.557500
277,370,54,196,241,1.791600
278,542,49,179,225,2.724900
279,1571,67,173,216,9.054000
280,45,38,6,36,0.325700
281,588,70,397,447,3.157400
282,424,56,207,258,2.093400
283,256,56,56,90,1.247200
284,361,43,111,161,1.772900
285,340,47,293,328,1.776100
286,87,52,50,87,0.465600
287,435,47,355,400,2.395300
288,581,71,71,123,2.993300
289,601,63,258,305,2.882700
290,338,49,278,317,1.676000
291,392,67,35,85,1.941000
292,1097,68,343,388,6.795200
293,484,60,91,140,2.327800
294,968,54,229,283,5.021100
295,875,49,666,708,4.399800
296,102,55,15,54,0.594100
